"Order ID","Customer ID","Customer Name",Segment,"Product ID","Product Name",Category,Sub-Category,Quantity,Sales,Discount,Profit,"Order Date","Ship Date","Ship Mode",Region,Country,City,State
CA-2015-143077,SF-20965,"Sylvia Foulston",Corporate,FUR-FU-10003535,"Howard Miller Distant Time Traveler Alarm Clock",Furniture,Furnishings,2,21.936,0.6,-10.4196,2015-09-17,2015-09-21,"Standard Class",Central,"United States",Houston,Texas
CA-2016-113726,SC-20680,"Steve Carroll","Home Office",FUR-FU-10003535,"Howard Miller Distant Time Traveler Alarm Clock",Furniture,Furnishings,3,82.26,0,33.7266,2016-11-24,2016-12-01,"Standard Class",West,"United States",Seattle,Washington
CA-2017-144638,MH-18115,"Mick Hernandez","Home Office",FUR-FU-10003535,"Howard Miller Distant Time Traveler Alarm Clock",Furniture,Furnishings,2,43.872,0.2,11.5164,2017-03-10,2017-03-14,"Standard Class",East,"United States",Chester,Pennsylvania
CA-2017-155621,KN-16450,"Kean Nguyen",Corporate,FUR-FU-10003535,"Howard Miller Distant Time Traveler Alarm Clock",Furniture,Furnishings,10,274.2,0,112.422,2017-11-08,2017-11-13,"Standard Class",East,"United States",Baltimore,Maryland
CA-2016-101161,BW-11110,"Bart Watters",Corporate,FUR-FU-10003535,"Howard Miller Distant Time Traveler Alarm Clock",Furniture,Furnishings,3,82.26,0,33.7266,2016-10-13,2016-10-20,"Standard Class",East,"United States","New York City","New York"
CA-2014-151995,ZC-21910,"Zuschuss Carroll",Consumer,OFF-AR-10003190,"Newell 32","Office Supplies",Art,4,11.52,0,3.2256,2014-10-13,2014-10-15,"First Class",West,"United States",Edmonds,Washington
CA-2015-126557,RL-19615,"Rob Lucas",Consumer,OFF-AR-10003190,"Newell 32","Office Supplies",Art,3,6.912,0.2,0.6912,2015-07-12,2015-07-17,"Second Class",Central,"United States",Chicago,Illinois
CA-2014-117464,NP-18325,"Naresj Patel",Consumer,OFF-AR-10003190,"Newell 32","Office Supplies",Art,4,11.52,0,3.2256,2014-07-22,2014-07-24,"Second Class",West,"United States","San Francisco",California
CA-2016-101329,MM-17920,"Michael Moore",Consumer,OFF-AR-10003190,"Newell 32","Office Supplies",Art,1,2.88,0,0.8064,2016-04-22,2016-04-29,"Standard Class",East,"United States",Rome,"New York"
CA-2015-159590,KC-16255,"Karen Carlisle",Corporate,OFF-AR-10003190,"Newell 32","Office Supplies",Art,2,5.76,0,1.6128,2015-07-18,2015-07-21,"First Class",East,"United States","New York City","New York"
CA-2014-138737,FP-14320,"Frank Preis",Consumer,OFF-AR-10003190,"Newell 32","Office Supplies",Art,3,8.64,0,2.4192,2014-12-07,2014-12-10,"First Class",West,"United States","Los Angeles",California
CA-2014-151995,ZC-21910,"Zuschuss Carroll",Consumer,OFF-AP-10000240,"Belkin F9G930V10-GRY 9 Outlet Surge","Office Supplies",Appliances,4,213.92,0,62.0368,2014-10-13,2014-10-15,"First Class",West,"United States",Edmonds,Washington
US-2014-120740,PS-18970,"Paul Stevenson","Home Office",OFF-AP-10000240,"Belkin F9G930V10-GRY 9 Outlet Surge","Office Supplies",Appliances,2,106.96,0,31.0184,2014-04-15,2014-04-15,"Same Day",West,"United States","Los Angeles",California
CA-2017-137449,ME-17725,"Max Engle",Consumer,OFF-AP-10000240,"Belkin F9G930V10-GRY 9 Outlet Surge","Office Supplies",Appliances,2,21.392,0.8,-54.5496,2017-06-29,2017-06-30,"First Class",Central,"United States",Dallas,Texas
CA-2014-164721,LW-16825,"Laurel Workman",Corporate,OFF-AP-10000240,"Belkin F9G930V10-GRY 9 Outlet Surge","Office Supplies",Appliances,6,320.88,0,93.0552,2014-11-25,2014-11-27,"Second Class",West,"United States",Brentwood,California
CA-2017-101434,TR-21325,"Toby Ritter",Consumer,TEC-AC-10002402,"Razer Kraken PRO Over Ear PC and Music Headset",Technology,Accessories,3,239.97,0,71.991,2017-06-20,2017-06-27,"Standard Class",East,"United States",Belleville,"New Jersey"
CA-2017-118773,TP-21415,"Tom Prescott",Consumer,TEC-AC-10002402,"Razer Kraken PRO Over Ear PC and Music Headset",Technology,Accessories,2,127.984,0.2,15.998,2017-02-09,2017-02-14,"Standard Class",Central,"United States",Houston,Texas
CA-2015-140557,TN-21040,"Tanja Norvell","Home Office",TEC-AC-10002402,"Razer Kraken PRO Over Ear PC and Music Headset",Technology,Accessories,7,559.93,0,167.979,2015-09-07,2015-09-11,"Standard Class",East,"United States","New York City","New York"
CA-2015-100769,TH-21550,"Tracy Hopkins","Home Office",TEC-AC-10002402,"Razer Kraken PRO Over Ear PC and Music Headset",Technology,Accessories,4,255.968,0.2,31.996,2015-05-16,2015-05-16,"Same Day",South,"United States",Jacksonville,Florida
CA-2015-140025,PF-19120,"Peter Fuller",Consumer,TEC-AC-10002402,"Razer Kraken PRO Over Ear PC and Music Headset",Technology,Accessories,6,383.952,0.2,47.994,2015-04-07,2015-04-11,"Standard Class",Central,"United States","San Antonio",Texas
CA-2016-154018,HA-14920,"Helen Andreada",Consumer,TEC-AC-10002402,"Razer Kraken PRO Over Ear PC and Music Headset",Technology,Accessories,3,191.976,0.2,23.997,2016-10-13,2016-10-19,"Standard Class",Central,"United States",Laredo,Texas
CA-2016-127775,ES-14020,"Erica Smith",Consumer,TEC-AC-10002402,"Razer Kraken PRO Over Ear PC and Music Headset",Technology,Accessories,3,239.97,0,71.991,2016-06-11,2016-06-13,"Second Class",East,"United States","New York City","New York"
CA-2017-123029,BT-11530,"Bradley Talbott","Home Office",TEC-AC-10002402,"Razer Kraken PRO Over Ear PC and Music Headset",Technology,Accessories,2,159.98,0,47.994,2017-09-30,2017-10-02,"Second Class",West,"United States","Los Angeles",California
CA-2015-151841,TC-21475,"Tony Chapman","Home Office",OFF-AP-10003971,"Belkin 6 Outlet Metallic Surge Strip","Office Supplies",Appliances,5,43.56,0.2,3.267,2015-04-27,2015-05-02,"Standard Class",West,"United States",Aurora,Colorado
US-2016-131114,RW-19630,"Rob Williams",Corporate,OFF-AP-10003971,"Belkin 6 Outlet Metallic Surge Strip","Office Supplies",Appliances,2,4.356,0.8,-11.7612,2016-12-09,2016-12-13,"Second Class",Central,"United States",Chicago,Illinois
CA-2016-141397,RC-19825,"Roy Collins",Consumer,OFF-AP-10003971,"Belkin 6 Outlet Metallic Surge Strip","Office Supplies",Appliances,2,21.78,0,5.6628,2016-06-20,2016-06-21,"First Class",West,"United States",Pasadena,California
US-2014-164763,MH-17440,"Mark Haberlin",Corporate,OFF-AP-10003971,"Belkin 6 Outlet Metallic Surge Strip","Office Supplies",Appliances,3,32.67,0,8.4942,2014-03-17,2014-03-21,"Standard Class",South,"United States",Jackson,Mississippi
CA-2017-169474,JF-15355,"Jay Fein",Consumer,OFF-AP-10003971,"Belkin 6 Outlet Metallic Surge Strip","Office Supplies",Appliances,3,32.67,0,8.4942,2017-02-04,2017-02-09,"Standard Class",East,"United States",Rochester,"New York"
CA-2017-110842,GA-14725,"Guy Armstrong",Consumer,OFF-AP-10003971,"Belkin 6 Outlet Metallic Surge Strip","Office Supplies",Appliances,1,10.89,0,2.8314,2017-11-11,2017-11-16,"Standard Class",West,"United States","Los Angeles",California
CA-2015-127019,ER-13855,"Elpida Rittenbach",Corporate,OFF-AP-10003971,"Belkin 6 Outlet Metallic Surge Strip","Office Supplies",Appliances,7,60.984,0.2,4.5738,2015-12-21,2015-12-25,"Standard Class",West,"United States","Colorado Springs",Colorado
CA-2016-159730,SJ-20125,"Sanjit Jacobs","Home Office",TEC-PH-10002085,"Clarity 53712",Technology,Phones,2,105.584,0.2,7.9188,2016-09-17,2016-09-21,"Standard Class",West,"United States",Seattle,Washington
CA-2017-152933,MG-17650,"Matthew Grinstein","Home Office",TEC-PH-10002085,"Clarity 53712",Technology,Phones,7,369.544,0.2,27.7158,2017-10-12,2017-10-16,"Standard Class",Central,"United States",Dallas,Texas
CA-2017-129462,JE-15745,"Joel Eaton",Consumer,TEC-PH-10002085,"Clarity 53712",Technology,Phones,1,65.99,0,17.1574,2017-06-16,2017-06-21,"Second Class",South,"United States",Florence,Kentucky
CA-2014-162992,BP-11095,"Bart Pistole",Corporate,TEC-PH-10002085,"Clarity 53712",Technology,Phones,4,211.168,0.2,15.8376,2014-12-19,2014-12-21,"First Class",West,"United States","Los Angeles",California
CA-2017-127656,NW-18400,"Natalie Webber",Consumer,OFF-AR-10001166,"Staples in misc. colors","Office Supplies",Art,4,30.32,0,11.8248,2017-07-11,2017-07-17,"Standard Class",Central,"United States",Waterloo,Iowa
CA-2015-124450,GT-14710,"Greg Tran",Consumer,OFF-AR-10001166,"Staples in misc. colors","Office Supplies",Art,3,22.74,0,8.8686,2015-04-27,2015-05-03,"Standard Class",East,"United States",Washington,"District of Columbia"
US-2017-135230,CK-12325,"Christine Kargatis","Home Office",OFF-AR-10001166,"Staples in misc. colors","Office Supplies",Art,1,7.58,0,2.9562,2017-09-01,2017-09-07,"Standard Class",West,"United States",Seattle,Washington
CA-2017-153045,NS-18505,"Neola Schneider",Consumer,FUR-CH-10000309,"Global Comet Stacking Arm Chair",Furniture,Chairs,3,887.271,0.3,-63.3765,2017-01-19,2017-01-24,"Second Class",East,"United States",Philadelphia,Pennsylvania
CA-2015-124450,GT-14710,"Greg Tran",Consumer,FUR-CH-10000309,"Global Comet Stacking Arm Chair",Furniture,Chairs,3,1267.53,0,316.8825,2015-04-27,2015-05-03,"Standard Class",East,"United States",Washington,"District of Columbia"
CA-2015-158421,GB-14575,"Giulietta Baptist",Consumer,FUR-CH-10000309,"Global Comet Stacking Arm Chair",Furniture,Chairs,4,1690.04,0,422.51,2015-09-21,2015-09-26,"Standard Class",South,"United States",Columbia,"South Carolina"
CA-2016-138968,FC-14335,"Fred Chung",Corporate,FUR-CH-10000309,"Global Comet Stacking Arm Chair",Furniture,Chairs,4,1352.032,0.2,84.502,2016-03-15,2016-03-16,"First Class",West,"United States","San Francisco",California
CA-2016-158778,DB-13210,"Dean Braden",Consumer,FUR-CH-10000309,"Global Comet Stacking Arm Chair",Furniture,Chairs,3,887.271,0.3,-63.3765,2016-09-05,2016-09-09,"Standard Class",East,"United States",Philadelphia,Pennsylvania
CA-2016-148852,SV-20785,"Stewart Visinsky",Consumer,TEC-PH-10003885,"Cisco SPA508G",Technology,Phones,4,211.168,0.2,23.7564,2016-05-26,2016-05-31,"Standard Class",West,"United States","Santa Ana",California
US-2015-151407,RD-19585,"Rob Dowd",Consumer,TEC-PH-10003885,"Cisco SPA508G",Technology,Phones,4,263.96,0,76.5484,2015-11-08,2015-11-12,"Standard Class",Central,"United States",Dubuque,Iowa
CA-2017-136364,MH-17455,"Mark Hamilton",Consumer,TEC-PH-10003885,"Cisco SPA508G",Technology,Phones,1,39.594,0.4,-7.2589,2017-07-13,2017-07-17,"Second Class",East,"United States",Philadelphia,Pennsylvania
CA-2014-163552,LA-16780,"Laura Armstrong",Corporate,TEC-PH-10003885,"Cisco SPA508G",Technology,Phones,3,197.97,0,57.4113,2014-07-11,2014-07-15,"Standard Class",East,"United States",Hackensack,"New Jersey"
CA-2015-110345,TG-21310,"Toby Gnade",Consumer,OFF-LA-10001175,"Avery 514","Office Supplies",Labels,2,4.608,0.2,1.6704,2015-03-09,2015-03-11,"Second Class",South,"United States",Raleigh,"North Carolina"
CA-2014-163552,LA-16780,"Laura Armstrong",Corporate,OFF-LA-10001175,"Avery 514","Office Supplies",Labels,5,14.4,0,7.056,2014-07-11,2014-07-15,"Standard Class",East,"United States",Hackensack,"New Jersey"
US-2015-107349,SL-20155,"Sara Luxemburg","Home Office",OFF-BI-10001765,"Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges","Office Supplies",Binders,6,41.568,0.8,-66.5088,2015-07-13,2015-07-15,"First Class",Central,"United States",Houston,Texas
US-2014-157070,QJ-19255,"Quincy Jones",Corporate,OFF-BI-10001765,"Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges","Office Supplies",Binders,4,138.56,0,66.5088,2014-06-01,2014-06-06,"Standard Class",Central,"United States",Detroit,Michigan
CA-2015-119907,LC-17140,"Logan Currie",Consumer,OFF-BI-10001765,"Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges","Office Supplies",Binders,2,55.424,0.2,19.3984,2015-12-01,2015-12-08,"Standard Class",West,"United States",Seattle,Washington
CA-2015-146255,EM-14140,"Eugene Moren","Home Office",OFF-BI-10001765,"Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges","Office Supplies",Binders,2,69.28,0,33.2544,2015-03-07,2015-03-10,"First Class",East,"United States",Newark,Delaware
CA-2014-105340,EH-14185,"Evan Henry",Consumer,OFF-BI-10001765,"Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges","Office Supplies",Binders,1,6.928,0.8,-11.0848,2014-11-22,2014-11-25,"First Class",Central,"United States",Pasadena,Texas
CA-2017-121888,CL-11890,"Carl Ludwig",Consumer,OFF-BI-10001765,"Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges","Office Supplies",Binders,7,242.48,0,116.3904,2017-09-15,2017-09-17,"Second Class",East,"United States",Everett,Massachusetts
CA-2016-148852,SV-20785,"Stewart Visinsky",Consumer,OFF-PA-10001293,"Xerox 1946","Office Supplies",Paper,7,45.36,0,21.7728,2016-05-26,2016-05-31,"Standard Class",West,"United States","Santa Ana",California
CA-2015-134859,JK-16120,"Julie Kriz","Home Office",OFF-PA-10001293,"Xerox 1946","Office Supplies",Paper,4,20.736,0.2,7.2576,2015-10-04,2015-10-09,"Standard Class",East,"United States",Philadelphia,Pennsylvania
CA-2017-139199,DK-12835,"Damala Kotsonis",Corporate,OFF-PA-10001293,"Xerox 1946","Office Supplies",Paper,2,12.96,0,6.2208,2017-12-09,2017-12-13,"Standard Class",Central,"United States",Detroit,Michigan
CA-2015-123155,NS-18640,"Noel Staavos",Corporate,TEC-PH-10001809,"Panasonic KX T7736-B Digital phone",Technology,Phones,3,359.88,0.2,22.4925,2015-03-09,2015-03-12,"First Class",Central,"United States","San Antonio",Texas
US-2017-146906,MT-17815,"Meg Tillman",Consumer,TEC-PH-10001809,"Panasonic KX T7736-B Digital phone",Technology,Phones,2,299.9,0,74.975,2017-03-13,2017-03-17,"Standard Class",East,"United States","New York City","New York"
CA-2017-118864,KH-16690,"Kristen Hastings",Corporate,TEC-PH-10001809,"Panasonic KX T7736-B Digital phone",Technology,Phones,1,119.96,0.2,7.4975,2017-06-15,2017-06-19,"Second Class",West,"United States","Los Angeles",California
CA-2014-151162,EA-14035,"Erin Ashbrook",Corporate,TEC-PH-10001809,"Panasonic KX T7736-B Digital phone",Technology,Phones,2,179.94,0.4,-44.985,2014-12-05,2014-12-09,"Standard Class",East,"United States",Columbus,Ohio
CA-2015-123673,CH-12070,"Cathy Hwang","Home Office",TEC-PH-10001809,"Panasonic KX T7736-B Digital phone",Technology,Phones,2,299.9,0,74.975,2015-10-30,2015-11-01,"Second Class",Central,"United States",Detroit,Michigan
CA-2015-124800,RW-19540,"Rick Wilson",Corporate,OFF-AP-10004980,"3M Replacement Filter for Office Air Cleaner for 20' x 33' Room","Office Supplies",Appliances,2,60.672,0.2,14.4096,2015-09-26,2015-09-30,"Standard Class",West,"United States",Mesa,Arizona
CA-2015-106208,JW-16075,"Julia West",Consumer,OFF-AP-10004980,"3M Replacement Filter for Office Air Cleaner for 20' x 33' Room","Office Supplies",Appliances,7,53.088,0.8,-108.8304,2015-12-10,2015-12-15,"Standard Class",Central,"United States",Chicago,Illinois
CA-2016-123358,BT-11680,"Brian Thompson",Consumer,OFF-AP-10004980,"3M Replacement Filter for Office Air Cleaner for 20' x 33' Room","Office Supplies",Appliances,3,113.76,0,44.3664,2016-04-10,2016-04-17,"Standard Class",West,"United States","San Francisco",California
US-2015-120502,BT-11395,"Bill Tyler",Corporate,OFF-AP-10004980,"3M Replacement Filter for Office Air Cleaner for 20' x 33' Room","Office Supplies",Appliances,2,75.84,0,29.5776,2015-04-13,2015-04-19,"Standard Class",West,"United States","Los Angeles",California
CA-2016-130638,SC-20095,"Sanjit Chand",Consumer,OFF-LA-10002195,"Avery 481","Office Supplies",Labels,9,27.72,0,13.3056,2016-05-16,2016-05-19,"Second Class",West,"United States","Los Angeles",California
CA-2014-130274,JS-15940,"Joni Sundaresam","Home Office",OFF-LA-10002195,"Avery 481","Office Supplies",Labels,7,21.56,0,10.3488,2014-05-03,2014-05-05,"First Class",Central,"United States",Appleton,Wisconsin
CA-2017-151981,GM-14455,"Gary Mitchum","Home Office",OFF-LA-10002195,"Avery 481","Office Supplies",Labels,8,24.64,0,11.8272,2017-08-06,2017-08-12,"Standard Class",East,"United States",Concord,"New Hampshire"
US-2016-148957,CC-12430,"Chuck Clark","Home Office",OFF-LA-10002195,"Avery 481","Office Supplies",Labels,4,12.32,0,5.9136,2016-09-17,2016-09-23,"Standard Class",West,"United States",Redmond,Washington
CA-2017-102610,CA-12265,"Christina Anderson",Consumer,OFF-LA-10002195,"Avery 481","Office Supplies",Labels,2,4.928,0.2,1.7248,2017-11-04,2017-11-08,"Standard Class",South,"United States",Chattanooga,Tennessee
US-2016-143280,TZ-21580,"Tracy Zic",Consumer,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes","Office Supplies",Fasteners,3,10.65,0,5.0055,2016-02-22,2016-02-26,"Standard Class",West,"United States","Los Angeles",California
CA-2017-127726,SS-20410,"Shahid Shariari",Consumer,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes","Office Supplies",Fasteners,4,14.2,0,6.674,2017-09-11,2017-09-13,"Second Class",South,"United States",Georgetown,Kentucky
CA-2015-131338,NP-18325,"Naresj Patel",Consumer,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes","Office Supplies",Fasteners,3,10.65,0,5.0055,2015-08-09,2015-08-12,"First Class",East,"United States","New York City","New York"
CA-2016-157868,MC-17590,"Matt Collister",Corporate,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes","Office Supplies",Fasteners,7,24.85,0,11.6795,2016-12-23,2016-12-29,"Standard Class",Central,"United States","Grand Rapids",Michigan
CA-2016-105284,MG-17650,"Matthew Grinstein","Home Office",OFF-FA-10001754,"Stockwell Gold Paper Clips","Office Supplies",Fasteners,3,4.416,0.2,1.6008,2016-11-24,2016-12-01,"Standard Class",East,"United States",Philadelphia,Pennsylvania
US-2016-104794,KD-16495,"Keith Dawkins",Corporate,OFF-FA-10001754,"Stockwell Gold Paper Clips","Office Supplies",Fasteners,2,3.68,0,1.8032,2016-12-16,2016-12-19,"First Class",East,"United States","New York City","New York"
CA-2014-123498,TC-20980,"Tamara Chand",Corporate,OFF-BI-10000632,"Satellite Sectional Post Binders","Office Supplies",Binders,3,26.046,0.8,-44.2782,2014-11-07,2014-11-09,"First Class",Central,"United States",Houston,Texas
US-2017-147669,SV-20935,"Susan Vittorini",Consumer,OFF-BI-10000632,"Satellite Sectional Post Binders","Office Supplies",Binders,1,13.023,0.7,-10.4184,2017-12-25,2017-12-30,"Standard Class",East,"United States",Fairfield,Ohio
US-2017-156356,ND-18370,"Natalie DeCherney",Consumer,OFF-BI-10000632,"Satellite Sectional Post Binders","Office Supplies",Binders,3,26.046,0.8,-44.2782,2017-04-16,2017-04-22,"Standard Class",Central,"United States",Houston,Texas
CA-2017-121580,ML-17410,"Maris LaWare",Consumer,OFF-BI-10000632,"Satellite Sectional Post Binders","Office Supplies",Binders,1,43.41,0,19.9686,2017-05-29,2017-06-04,"Standard Class",Central,"United States",Columbus,Indiana
CA-2014-137092,LS-16975,"Lindsay Shagiari","Home Office",OFF-BI-10000632,"Satellite Sectional Post Binders","Office Supplies",Binders,1,8.682,0.8,-14.7594,2014-10-20,2014-10-22,"Second Class",Central,"United States",Chicago,Illinois
US-2016-113985,KD-16495,"Keith Dawkins",Corporate,OFF-BI-10000632,"Satellite Sectional Post Binders","Office Supplies",Binders,3,104.184,0.2,33.8598,2016-12-02,2016-12-07,"Standard Class",West,"United States","San Jose",California
CA-2016-137337,GB-14575,"Giulietta Baptist",Consumer,OFF-BI-10000632,"Satellite Sectional Post Binders","Office Supplies",Binders,2,69.456,0.2,22.5732,2016-03-08,2016-03-12,"Standard Class",East,"United States","New York City","New York"
CA-2014-133158,DW-13195,"David Wiener",Corporate,OFF-BI-10000632,"Satellite Sectional Post Binders","Office Supplies",Binders,2,69.456,0.2,22.5732,2014-08-19,2014-08-21,"Second Class",West,"United States","Los Angeles",California
CA-2017-160899,DR-12940,"Daniel Raglin","Home Office",OFF-BI-10000632,"Satellite Sectional Post Binders","Office Supplies",Binders,11,477.51,0,219.6546,2017-08-11,2017-08-13,"Second Class",South,"United States","Lake Charles",Louisiana
CA-2017-137085,CT-11995,"Carol Triggs",Consumer,OFF-BI-10000632,"Satellite Sectional Post Binders","Office Supplies",Binders,9,312.552,0.2,101.5794,2017-06-29,2017-07-06,"Standard Class",West,"United States","Los Angeles",California
CA-2015-161263,TS-21160,"Theresa Swint",Corporate,OFF-FA-10003059,"Assorted Color Push Pins","Office Supplies",Fasteners,1,1.448,0.2,0.2353,2015-04-16,2015-04-21,"Standard Class",East,"United States",Toledo,Ohio
CA-2016-105291,SP-20920,"Susan Pistek",Consumer,OFF-FA-10003059,"Assorted Color Push Pins","Office Supplies",Fasteners,2,3.62,0,1.1946,2016-10-30,2016-11-04,"Standard Class",West,"United States","San Luis Obispo",California
CA-2017-114055,MH-18115,"Mick Hernandez","Home Office",OFF-FA-10003059,"Assorted Color Push Pins","Office Supplies",Fasteners,2,3.62,0,1.1946,2017-12-25,2017-12-29,"Second Class",South,"United States",Huntsville,Alabama
CA-2017-130771,LA-16780,"Laura Armstrong",Corporate,OFF-FA-10003059,"Assorted Color Push Pins","Office Supplies",Fasteners,2,2.896,0.2,0.4706,2017-07-29,2017-08-03,"Standard Class",Central,"United States",Austin,Texas
CA-2014-148950,JD-16015,"Joy Daniels",Consumer,OFF-FA-10003059,"Assorted Color Push Pins","Office Supplies",Fasteners,2,2.896,0.2,0.4706,2014-12-14,2014-12-19,"Standard Class",Central,"United States",Chicago,Illinois
CA-2015-139164,CS-12355,"Christine Sundaresam",Consumer,OFF-FA-10003059,"Assorted Color Push Pins","Office Supplies",Fasteners,3,5.43,0,1.7919,2015-06-23,2015-06-28,"Standard Class",West,"United States","Long Beach",California
CA-2015-160696,CK-12760,"Cyma Kinney",Corporate,OFF-FA-10003059,"Assorted Color Push Pins","Office Supplies",Fasteners,5,7.24,0.2,1.1765,2015-09-06,2015-09-10,"Standard Class",South,"United States",Nashville,Tennessee
CA-2017-120168,TB-21625,"Trudy Brown",Consumer,OFF-FA-10000936,"Acco Hot Clips Clips to Go","Office Supplies",Fasteners,1,3.29,0,1.4805,2017-05-25,2017-05-25,"Same Day",East,"United States","New York City","New York"
CA-2014-126193,SS-20410,"Shahid Shariari",Consumer,OFF-FA-10000936,"Acco Hot Clips Clips to Go","Office Supplies",Fasteners,5,13.16,0.2,4.1125,2014-09-07,2014-09-14,"Standard Class",Central,"United States",Oswego,Illinois
CA-2016-169215,RE-19450,"Richard Eichhorn",Consumer,OFF-FA-10000936,"Acco Hot Clips Clips to Go","Office Supplies",Fasteners,9,29.61,0,13.3245,2016-07-14,2016-07-18,"Second Class",East,"United States",Auburn,"New York"
US-2016-117037,LW-17215,"Luke Weiss",Consumer,OFF-FA-10000936,"Acco Hot Clips Clips to Go","Office Supplies",Fasteners,3,7.896,0.2,2.4675,2016-05-17,2016-05-20,"First Class",Central,"United States",Chicago,Illinois
CA-2017-117044,HA-14920,"Helen Andreada",Consumer,OFF-FA-10000936,"Acco Hot Clips Clips to Go","Office Supplies",Fasteners,4,10.528,0.2,3.29,2017-09-11,2017-09-13,"Second Class",Central,"United States",Chicago,Illinois
CA-2017-167661,MP-18175,"Mike Pelletier","Home Office",OFF-PA-10002581,"Xerox 1951","Office Supplies",Paper,2,61.96,0,27.882,2017-10-05,2017-10-10,"Standard Class",West,"United States","San Francisco",California
US-2017-141677,HK-14890,"Heather Kirkland",Corporate,OFF-PA-10002581,"Xerox 1951","Office Supplies",Paper,3,74.352,0.2,23.235,2017-03-26,2017-03-30,"Standard Class",Central,"United States",Houston,Texas
CA-2017-141439,TT-21460,"Tonja Turnell","Home Office",TEC-PH-10001819,"Innergie mMini Combo Duo USB Travel Charging Kit",Technology,Phones,2,89.98,0,43.1904,2017-11-26,2017-12-01,"Standard Class",Central,"United States",Richmond,Indiana
CA-2015-154326,RP-19855,"Roy Phan",Corporate,TEC-PH-10001819,"Innergie mMini Combo Duo USB Travel Charging Kit",Technology,Phones,3,134.97,0,64.7856,2015-02-15,2015-02-19,"Standard Class",Central,"United States",Kenosha,Wisconsin
CA-2014-162089,MP-17470,"Mark Packer","Home Office",TEC-PH-10001819,"Innergie mMini Combo Duo USB Travel Charging Kit",Technology,Phones,7,251.944,0.2,88.1804,2014-03-30,2014-04-01,"First Class",Central,"United States",Brownsville,Texas
CA-2017-158407,LW-16990,"Lindsay Williams",Corporate,TEC-PH-10001819,"Innergie mMini Combo Duo USB Travel Charging Kit",Technology,Phones,2,71.984,0.2,25.1944,2017-06-04,2017-06-10,"Standard Class",South,"United States",Monroe,"North Carolina"
CA-2015-115798,KL-16645,"Ken Lonsdale",Consumer,TEC-PH-10001819,"Innergie mMini Combo Duo USB Travel Charging Kit",Technology,Phones,2,89.98,0,43.1904,2015-11-13,2015-11-19,"Standard Class",East,"United States",Newark,Delaware
CA-2015-123330,EP-13915,"Emily Phan",Consumer,TEC-PH-10001819,"Innergie mMini Combo Duo USB Travel Charging Kit",Technology,Phones,3,107.976,0.2,37.7916,2015-06-21,2015-06-27,"Standard Class",South,"United States",Deltona,Florida
CA-2016-165330,WB-21850,"William Brown",Consumer,OFF-BI-10004001,"GBC Recycled VeloBinder Covers","Office Supplies",Binders,9,122.688,0.2,39.8736,2016-12-11,2016-12-11,"Same Day",West,"United States",Anaheim,California
CA-2016-162614,TB-21250,"Tim Brockman",Consumer,OFF-BI-10004001,"GBC Recycled VeloBinder Covers","Office Supplies",Binders,2,27.264,0.2,8.8608,2016-10-07,2016-10-13,"Standard Class",West,"United States","Los Angeles",California
CA-2015-129546,RP-19855,"Roy Phan",Corporate,OFF-BI-10004001,"GBC Recycled VeloBinder Covers","Office Supplies",Binders,6,81.792,0.2,26.5824,2015-09-28,2015-10-05,"Standard Class",West,"United States","Los Angeles",California
CA-2017-160423,PS-19045,"Penelope Sewall","Home Office",OFF-BI-10004001,"GBC Recycled VeloBinder Covers","Office Supplies",Binders,7,35.784,0.7,-28.6272,2017-01-21,2017-01-26,"Standard Class",South,"United States",Charlotte,"North Carolina"
CA-2016-132017,MH-17620,"Matt Hagelstein",Corporate,OFF-BI-10004001,"GBC Recycled VeloBinder Covers","Office Supplies",Binders,2,6.816,0.8,-11.5872,2016-09-26,2016-09-27,"First Class",Central,"United States",Houston,Texas
CA-2017-109757,MD-17350,"Maribeth Dona",Consumer,OFF-BI-10004001,"GBC Recycled VeloBinder Covers","Office Supplies",Binders,5,25.56,0.7,-20.448,2017-09-04,2017-09-09,"Second Class",East,"United States",Akron,Ohio
CA-2015-132626,BT-11680,"Brian Thompson",Consumer,OFF-BI-10004001,"GBC Recycled VeloBinder Covers","Office Supplies",Binders,9,153.36,0,70.5456,2015-07-09,2015-07-14,"Standard Class",East,"United States",Clinton,Maryland
CA-2017-120019,NG-18355,"Nat Gilpin",Corporate,TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Technology,Phones,1,14.99,0,7.3451,2017-02-16,2017-02-21,"Standard Class",East,"United States",Fairfield,Connecticut
